128 4.200000e-01 5.898079e+01 5.498718e-01
128 4.225000e-01 7.005953e+01 7.248852e-01
128 4.250000e-01 8.742901e+01 7.800098e-01
128 4.275000e-01 1.059573e+02 1.231604e+00
128 4.300000e-01 1.390811e+02 2.574425e+00
128 4.325000e-01 1.852034e+02 3.955384e+00
128 4.350000e-01 2.421775e+02 4.359730e+00
128 4.356250e-01 2.564133e+02 5.773579e+00
128 4.362500e-01 2.653819e+02 8.062918e+00
128 4.368750e-01 2.702244e+02 1.258661e+01
128 4.375000e-01 2.712509e+02 1.092280e+01
128 4.381250e-01 2.618773e+02 2.207033e+01
128 4.387500e-01 2.475587e+02 1.881658e+01
128 4.393750e-01 2.276424e+02 1.070882e+01
128 4.400000e-01 1.984578e+02 8.095979e+00
128 4.406250e-01 1.687835e+02 1.917836e+01
128 4.412500e-01 1.426388e+02 1.266621e+01
128 4.418750e-01 1.111201e+02 1.644035e+01
128 4.425000e-01 9.095304e+01 9.215210e+00
128 4.431250e-01 7.300438e+01 7.195796e+00
128 4.437500e-01 5.632222e+01 1.273512e+01
128 4.443750e-01 4.744003e+01 9.345175e+00
128 4.450000e-01 3.635147e+01 5.662027e+00
128 4.475000e-01 1.745559e+01 4.717216e+00
128 4.500000e-01 9.352834e+00 3.179891e+00
128 4.525000e-01 6.104172e+00 5.447844e+00
128 4.550000e-01 4.828328e+00 2.519496e+00
128 4.575000e-01 3.511312e+00 3.385485e+00
128 4.600000e-01 3.111397e+00 2.073171e+00
256 4.300000e-01 1.928238e+02 1.382118e+00
256 4.312500e-01 2.311460e+02 1.900343e+00
256 4.325000e-01 2.798379e+02 1.915927e+00
256 4.337500e-01 3.450459e+02 3.254947e+00
256 4.350000e-01 4.370319e+02 5.862904e+00
256 4.362500e-01 5.846342e+02 9.311435e+00
256 4.375000e-01 7.602737e+02 1.670134e+01
256 4.378120e-01 8.022867e+02 1.207073e+01
256 4.381250e-01 8.487104e+02 2.215253e+01
256 4.384370e-01 8.961477e+02 2.460814e+01
256 4.387500e-01 9.164293e+02 1.682469e+01
256 4.390620e-01 9.153509e+02 4.657915e+01
256 4.393750e-01 9.016568e+02 3.425339e+01
256 4.396870e-01 8.438490e+02 5.820149e+01
256 4.400000e-01 7.764622e+02 2.199885e+01
256 4.403120e-01 6.859531e+02 3.233828e+01
256 4.406250e-01 5.778201e+02 2.874778e+01
256 4.409370e-01 4.723224e+02 5.745718e+01
256 4.412500e-01 3.946913e+02 4.185390e+01
256 4.415620e-01 3.175998e+02 3.422687e+01
256 4.418750e-01 2.450604e+02 4.198199e+01
256 4.421870e-01 2.011429e+02 3.641523e+01
256 4.425000e-01 1.581710e+02 2.057360e+01
256 4.437500e-01 6.961757e+01 1.624805e+01
256 4.450000e-01 3.697375e+01 1.530873e+01
256 4.462500e-01 2.342255e+01 1.400717e+01
256 4.475000e-01 1.546809e+01 1.041486e+01
256 4.487500e-01 1.324734e+01 8.872569e+00
256 4.500000e-01 8.920210e+00 1.005800e+01
64 4.000000e-01 1.734410e+01 1.902527e-01
64 4.050000e-01 2.124161e+01 2.770999e-01
64 4.100000e-01 2.573578e+01 3.026506e-01
64 4.150000e-01 3.235317e+01 4.832466e-01
64 4.200000e-01 4.257965e+01 4.535076e-01
64 4.250000e-01 5.591997e+01 1.343019e+00
64 4.300000e-01 7.410510e+01 2.292250e+00
64 4.312500e-01 7.732624e+01 1.711936e+00
64 4.325000e-01 8.039709e+01 4.944608e+00
64 4.337500e-01 8.097413e+01 2.740438e+00
64 4.350000e-01 7.923091e+01 2.799412e+00
64 4.362500e-01 7.710001e+01 3.755162e+00
64 4.375000e-01 7.072370e+01 6.066844e+00
64 4.387500e-01 6.211199e+01 5.179621e+00
64 4.400000e-01 5.408289e+01 3.289293e+00
64 4.412500e-01 4.688479e+01 3.934605e+00
64 4.425000e-01 3.791821e+01 3.868440e+00
64 4.437500e-01 3.072856e+01 2.977467e+00
64 4.450000e-01 2.399381e+01 2.414324e+00
64 4.462500e-01 1.923116e+01 1.490896e+00
64 4.475000e-01 1.564746e+01 2.052831e+00
64 4.487500e-01 1.174128e+01 1.583526e+00
64 4.500000e-01 9.420818e+00 1.485310e+00
64 4.550000e-01 4.519838e+00 1.238845e+00
64 4.600000e-01 2.784902e+00 1.024997e+00
64 4.650000e-01 1.759476e+00 9.185880e-01
64 4.700000e-01 1.418796e+00 9.802692e-01
64 4.750000e-01 1.028111e+00 7.213583e-01
