128 4.200000e-01 6.203308e-02 1.540204e-04
128 4.225000e-01 7.306274e-02 1.624438e-04
128 4.250000e-01 8.848267e-02 2.280664e-04
128 4.275000e-01 1.085760e-01 2.852380e-04
128 4.300000e-01 1.401111e-01 4.822791e-04
128 4.325000e-01 1.864972e-01 7.238708e-04
128 4.350000e-01 2.621411e-01 7.300171e-04
128 4.356250e-01 2.878253e-01 8.809875e-04
128 4.362500e-01 3.168042e-01 1.033789e-03
128 4.368750e-01 3.451270e-01 1.716473e-03
128 4.375000e-01 3.804865e-01 1.358704e-03
128 4.381250e-01 4.123792e-01 2.567169e-03
128 4.387500e-01 4.478839e-01 2.030225e-03
128 4.393750e-01 4.845959e-01 1.105316e-03
128 4.400000e-01 5.154590e-01 7.628967e-04
128 4.406250e-01 5.479932e-01 1.789069e-03
128 4.412500e-01 5.729059e-01 1.116034e-03
128 4.418750e-01 6.002765e-01 1.373547e-03
128 4.425000e-01 6.202637e-01 7.498413e-04
128 4.431250e-01 6.404236e-01 5.403320e-04
128 4.437500e-01 6.555542e-01 9.310059e-04
128 4.443750e-01 6.700256e-01 6.696472e-04
128 4.450000e-01 6.833801e-01 3.968756e-04
128 4.475000e-01 7.217957e-01 3.166473e-04
128 4.500000e-01 7.494324e-01 2.013171e-04
128 4.525000e-01 7.704102e-01 3.093616e-04
128 4.550000e-01 7.878174e-01 1.590741e-04
128 4.575000e-01 8.020569e-01 1.788116e-04
128 4.600000e-01 8.148437e-01 1.136646e-04
256 4.300000e-01 5.495316e-02 6.788452e-05
256 4.312500e-01 6.437637e-02 1.396999e-04
256 4.325000e-01 7.728745e-02 1.600937e-04
256 4.337500e-01 9.426666e-02 2.955536e-04
256 4.350000e-01 1.192500e-01 4.487961e-04
256 4.362500e-01 1.582123e-01 3.629364e-04
256 4.375000e-01 2.174774e-01 7.583359e-04
256 4.378120e-01 2.380096e-01 6.294037e-04
256 4.381250e-01 2.617661e-01 1.019904e-03
256 4.384370e-01 2.875122e-01 9.288620e-04
256 4.387500e-01 3.149597e-01 5.960464e-04
256 4.390620e-01 3.436218e-01 1.546158e-03
256 4.393750e-01 3.772552e-01 1.048210e-03
256 4.396870e-01 4.084137e-01 1.758011e-03
256 4.400000e-01 4.394882e-01 6.015366e-04
256 4.403120e-01 4.684753e-01 9.046249e-04
256 4.406250e-01 4.996918e-01 7.262711e-04
256 4.409370e-01 5.240143e-01 1.381096e-03
256 4.412500e-01 5.456589e-01 9.712646e-04
256 4.415620e-01 5.669235e-01 7.490799e-04
256 4.418750e-01 5.858887e-01 9.344376e-04
256 4.421870e-01 6.012619e-01 7.585297e-04
256 4.425000e-01 6.145096e-01 3.931717e-04
256 4.437500e-01 6.556946e-01 2.939850e-04
256 4.450000e-01 6.832062e-01 2.693939e-04
256 4.462500e-01 7.046753e-01 2.229736e-04
256 4.475000e-01 7.218689e-01 1.593033e-04
256 4.487500e-01 7.367523e-01 1.333333e-04
256 4.500000e-01 7.491989e-01 1.451819e-04
64 4.000000e-01 6.852417e-02 1.633728e-04
64 4.050000e-01 8.152588e-02 3.026953e-04
64 4.100000e-01 9.807080e-02 2.608984e-04
64 4.150000e-01 1.220000e-01 4.108569e-04
64 4.200000e-01 1.579756e-01 3.288062e-04
64 4.250000e-01 2.116606e-01 9.841895e-04
64 4.300000e-01 3.036157e-01 1.287827e-03
64 4.312500e-01 3.306152e-01 8.304224e-04
64 4.325000e-01 3.645239e-01 2.410449e-03
64 4.337500e-01 3.931250e-01 1.344724e-03
64 4.350000e-01 4.333228e-01 1.302253e-03
64 4.362500e-01 4.732129e-01 1.580198e-03
64 4.375000e-01 5.107959e-01 2.336287e-03
64 4.387500e-01 5.465161e-01 1.964683e-03
64 4.400000e-01 5.809253e-01 1.147515e-03
64 4.412500e-01 6.135498e-01 1.344556e-03
64 4.425000e-01 6.429150e-01 1.225337e-03
64 4.437500e-01 6.644067e-01 8.723828e-04
64 4.450000e-01 6.874780e-01 6.811987e-04
64 4.462500e-01 7.061694e-01 4.245679e-04
64 4.475000e-01 7.229736e-01 5.391357e-04
64 4.487500e-01 7.362866e-01 4.311279e-04
64 4.500000e-01 7.492651e-01 3.635889e-04
64 4.550000e-01 7.871069e-01 2.663013e-04
64 4.600000e-01 8.146948e-01 2.224399e-04
64 4.650000e-01 8.356104e-01 1.757961e-04
64 4.700000e-01 8.518701e-01 1.989280e-04
64 4.750000e-01 8.657715e-01 1.365261e-04
