128 0.42 0.0627124 0.00133609
128 0.4225 0.082328 0.0014248
128 0.425 0.112236 0.00161251
128 0.4275 0.152254 0.00245162
128 0.43 0.228519 0.00281937
128 0.4325 0.352999 0.00282952
128 0.435 0.532652 0.00153157
128 0.435625 0.586059 0.00232473
128 0.43625 0.640964 0.00203462
128 0.436875 0.689006 0.00325805
128 0.4375 0.740895 0.00212872
128 0.438125 0.783912 0.00367168
128 0.44375 0.975176 0.0004693
128 0.444375 0.980086 0.000303032
128 0.445 0.984088 0.000153741
128 0.4475 0.992296 0.000108199
128 0.45 0.995618 5.59468e-05
128 0.4525 0.997195 3.86556e-05
128 0.455 0.998084 2.07634e-05
128 0.4575 0.998592 1.43003e-05
128 0.46 0.998934 8.45425e-06
256 0.43 0.0628317 0.00119911
256 0.43125 0.0745381 0.00193884
256 0.4325 0.102174 0.00224542
256 0.43375 0.14329 0.00328739
256 0.435 0.209437 0.00347494
256 0.43625 0.310293 0.00335111
256 0.4375 0.477998 0.00170265
256 0.437812 0.526115 0.00244774
256 0.438125 0.585047 0.00364403
256 0.438437 0.633981 0.00199553
256 0.43875 0.686501 0.00140054
256 0.439062 0.732375 0.00233375
256 0.439375 0.782392 0.00151191
256 0.442187 0.974754 0.000366296
256 0.4425 0.9798 0.000199458
256 0.44375 0.990841 9.64041e-05
256 0.445 0.994983 5.22269e-05
256 0.44625 0.996874 4.3091e-05
256 0.4475 0.997871 1.79592e-05
256 0.44875 0.998471 4.68811e-06
256 0.45 0.998856 1.09646e-05
64 0.4 0.063064 0.00141815
64 0.405 0.0843939 0.000782314
64 0.41 0.114002 0.00153866
64 0.415 0.159256 0.00258084
64 0.42 0.237436 0.00225512
64 0.425 0.366554 0.00275261
64 0.43 0.563848 0.002753
64 0.43125 0.613166 0.00129468
64 0.4325 0.668831 0.00364234
64 0.43375 0.709637 0.00217177
64 0.435 0.76514 0.00181335
64 0.44625 0.972583 0.000356221
64 0.4475 0.978021 0.000288357
64 0.44875 0.982403 0.000295113
64 0.45 0.985793 0.000161352
64 0.455 0.992838 7.16103e-05
64 0.46 0.995952 4.73828e-05
64 0.465 0.997402 2.57956e-05
64 0.47 0.998173 1.20461e-05
64 0.475 0.99866 1.29709e-05
